id,city_id,cityname,pack_id,fhash,fname,ctype
164,3550308,BR-SP-SaoPaulo,35,3dc5a2324bcc9306e057e6e718bba5908b82b90f9647612b5e470d6760d0d73b,SIRGAS_SHP_LOTES_29_FREGUESIA_DO_O.zip,lotes
165,3550308,BR-SP-SaoPaulo,35,40a4dbb0447ec1633b9b62dbd96c7056bb3a0f923247f75e0214e9042ae14d56,SIRGAS_SHP_LOTES_30_GRAJAU.zip,lotes
166,3550308,BR-SP-SaoPaulo,35,555667ce8fc7059b18c0ae56b2a3bcf9d232a88404050b8e67b0725b7534d1cd,SIRGAS_SHP_LOTES_31_GUAIANASES.zip,lotes
167,3550308,BR-SP-SaoPaulo,35,b1de2bacaee128c3cc490f32ab30f721fc569dac8a916f085ce219c8e17420fd,SIRGAS_SHP_LOTES_32_MOEMA.zip,lotes
168,3550308,BR-SP-SaoPaulo,35,087f4a6740f31b8f0ab7a191216aa59088551a83c66b0c27dca1179186a85a38,SIRGAS_SHP_LOTES_33_IGUATEMI.zip,lotes
169,3550308,BR-SP-SaoPaulo,35,f67ac02401fa7a9982665da1a09fc6acfc6905b82bfad04974b5285f092f2be0,SIRGAS_SHP_LOTES_34_IPIRANGA.zip,lotes
170,3550308,BR-SP-SaoPaulo,35,5a0e4c5b840c97c509e82693876a886a092b313a253764f402c013edcb181bc4,SIRGAS_SHP_LOTES_35_ITAIM_BIBI.zip,lotes
171,3550308,BR-SP-SaoPaulo,35,b58d55160e2085ce38a4f04eb882b0602e1d57452cfb7eb7cabdd592a7967bae,SIRGAS_SHP_LOTES_36_ITAIM_PAULISTA.zip,lotes
172,3550308,BR-SP-SaoPaulo,35,a38558c83c2166f298eeacd87bd0f4c76f59b0d2275dc01079ae9525e194192f,SIRGAS_SHP_LOTES_37_ITAQUERA.zip,lotes
173,3550308,BR-SP-SaoPaulo,35,6007183788a5090acf7ffd8a37dac346e9f44f183a9474016dbcae71c461901e,SIRGAS_SHP_LOTES_38_JABAQUARA.zip,lotes
174,3550308,BR-SP-SaoPaulo,35,6d535f2af858adbad73dece754c78d886788ea3d3c147b294d3fb40f1fa5b915,SIRGAS_SHP_LOTES_39_JACANA.zip,lotes
1,3205200,BR-ES-VilaVelha,24,c0cd7b2a4cc67b5d49a4d296f41b564b23464364ab746adc6d2206d5dd9249af,BAIRROS.zip,std
2,3205200,BR-ES-VilaVelha,24,5c7131c32a7411cf7a27022b8ac2989e88f86254ed74b6b3b2e5cf94b44e3acb,LOTES.zip,std
3,3205200,BR-ES-VilaVelha,24,3984d1a48b63d858fdfbe7829e493d1c35650546eb84039a59f9008de9bc4871,QUADRAS.zip,std
4,3205200,BR-ES-VilaVelha,24,026b58b2e87deeb2d398d6563b1961ace1f2508d4691d9ba937cac3a082f95cc,SISTEMA_VIÁRIO.zip,std
175,3550308,BR-SP-SaoPaulo,35,dff3630b1b9c2b22a9e2c2392dfa8ef58eb16f0c0f816e805ac36f5d6f454060,SIRGAS_SHP_LOTES_40_JAGUARA.zip,lotes
176,3550308,BR-SP-SaoPaulo,35,f1141989949b2e79babeba34c2aa2a588decd94834b12d718eedb4ea954a208b,SIRGAS_SHP_LOTES_41_JAGUARE.zip,lotes
177,3550308,BR-SP-SaoPaulo,35,35fcfa13566b187ca863986dabb818be9376eedf897eafb2e46f3cf467248a28,SIRGAS_SHP_LOTES_42_JARAGUA.zip,lotes
29,3526407,BR-SP-LaranjalPaulista,32,3cda67b7524b1e073d8696a7abf8250456cb4c44f0dd087ff1c3b3dab1cac66e,SIG_CAD_LARANJAL_RURAL.dwg,std
128,3550308,BR-SP-SaoPaulo,35,ae2846360b6bdc21ce3d29dfeb9192560527866ac3a4616ab598cdce75c5ea52,SHP_edificacao_VILA_MARIANA.zip,edificacoes
129,3550308,BR-SP-SaoPaulo,35,339f63dac126798e340bd80a0ded8453b9ef278f1a282ecc823009ffb48d45b8,SHP_edificacao_VILA_MARIA.zip,edificacoes
130,3550308,BR-SP-SaoPaulo,35,31eac63bf73b5b415f200c023340eccb7d8acff174fa3ead4fe59425a8a6e610,SHP_edificacao_VILA_MATILDE.zip,edificacoes
178,3550308,BR-SP-SaoPaulo,35,c9cb4181aec58bb0e70c4bd0b6c69eada4e208dcc41aac705c4456d93fcb94ab,SIRGAS_SHP_LOTES_43_JARDIM_ANGELA.zip,lotes
179,3550308,BR-SP-SaoPaulo,35,2837da0d9ed00b70a1d3fd79aa335946cb14f962ef2f586b073a455aa29e3111,SIRGAS_SHP_LOTES_44_JARDIM_HELENA.zip,lotes
180,3550308,BR-SP-SaoPaulo,35,be6481becf8589f5fb026b4366ce3e91fa67bd8b42a37f86fb8fa466cda672e8,SIRGAS_SHP_LOTES_45_JARDIM_PAULISTA.zip,lotes
181,3550308,BR-SP-SaoPaulo,35,2ae9e95414f4e52351bee8189fe2f544db8e7519adb8d892f803595317336078,SIRGAS_SHP_LOTES_46_JARDIM_SAO_LUIS.zip,lotes
182,3550308,BR-SP-SaoPaulo,35,ce05962ca31a53f57d4c8f089a1319b0cfaa4980e0462f4a59c25cd603d1b86b,SIRGAS_SHP_LOTES_47_JOSE_BONIFACIO.zip,lotes
183,3550308,BR-SP-SaoPaulo,35,b0b73aa812d5ec1e7a58497da49968fff15319a9b12115a8398469eb64af12b7,SIRGAS_SHP_LOTES_48_LAPA.zip,lotes
184,3550308,BR-SP-SaoPaulo,35,b6e17c2c075042452e0f136aabd5348909a92f318fa0970de588624ef0be735d,SIRGAS_SHP_LOTES_49_LIBERDADE.zip,lotes
185,3550308,BR-SP-SaoPaulo,35,909bc4f9ac488b4d2456d4e3bc954cee66aa863dbe5dea28813d7d8782fd414e,SIRGAS_SHP_LOTES_50_LIMAO.zip,lotes
186,3550308,BR-SP-SaoPaulo,35,40602d3e792ba989899b9cae511b2f8e2b63c66a47219bbc1258d2c5cb18947b,SIRGAS_SHP_LOTES_51_MANDAQUI.zip,lotes
187,3550308,BR-SP-SaoPaulo,35,5cc70d04ccd37b4f8b2745204b1aaf78399ed10114daede009fd4eab40b38a7c,SIRGAS_SHP_LOTES_52_MARSILAC.zip,lotes
188,3550308,BR-SP-SaoPaulo,35,25c410d66f4ed3372b6bcf36c535706571ca3e6e312269bd6a24b2f5a0600f91,SIRGAS_SHP_LOTES_53_MOOCA.zip,lotes
189,3550308,BR-SP-SaoPaulo,35,e8af2bdbdbdd5075fa3af41e9dc614ab49e0d21375c4b85a4ba2d2a0fb9b7219,SIRGAS_SHP_LOTES_54_MORUMBI.zip,lotes
190,3550308,BR-SP-SaoPaulo,35,aaaac06901921cd845595b699aabe35dfcbba9e0aa6b9e456ee354254713f770,SIRGAS_SHP_LOTES_55_PARELHEIROS.zip,lotes
191,3550308,BR-SP-SaoPaulo,35,50b48288bc55dbfc3d79bcd78697d484ee0e2796d7e796dfb8ec0c7d8a937f35,SIRGAS_SHP_LOTES_56_PARI.zip,lotes
192,3550308,BR-SP-SaoPaulo,35,c8d910d7390b48dda6cadfa30ff9603db2cec1a66c367b8a5c431c1d1e65940d,SIRGAS_SHP_LOTES_57_PARQUE_DO_CARMO.zip,lotes
193,3550308,BR-SP-SaoPaulo,35,2961014c06753030e5079cba20b878c9aebd617a8b0b6717d1b2575a7ecab8db,SIRGAS_SHP_LOTES_58_PEDREIRA.zip,lotes
194,3550308,BR-SP-SaoPaulo,35,6e650e3e0c1764c08152b8832feb032c871669f90ced160320d6e43009ab4987,SIRGAS_SHP_LOTES_59_PENHA.zip,lotes
195,3550308,BR-SP-SaoPaulo,35,8a57f6b45ba636e4a3d9787a349e457991542b1008c9fca5e6b485593b03ce9e,SIRGAS_SHP_LOTES_60_PERDIZES.zip,lotes
196,3550308,BR-SP-SaoPaulo,35,e3880100a249c0938928aed609c16ca5a3900501b1c72603e9f4628c1685f7d6,SIRGAS_SHP_LOTES_61_PERUS.zip,lotes
197,3550308,BR-SP-SaoPaulo,35,3ea00145ba431b937a7d64e9741567356a22ac0757fd32935e7192c7a4da412f,SIRGAS_SHP_LOTES_62_PINHEIROS.zip,lotes
198,3550308,BR-SP-SaoPaulo,35,fbf96ac9af6f423969623fe0ecae9447e3146a491aab78d2c3b068a159999976,SIRGAS_SHP_LOTES_63_PIRITUBA.zip,lotes
199,3550308,BR-SP-SaoPaulo,35,02a6f00416c58675b656d72a8df3f26f815d6879a1bfbd6dc15264acf587f534,SIRGAS_SHP_LOTES_64_PONTE_RASA.zip,lotes
200,3550308,BR-SP-SaoPaulo,35,1469cc54776bfecbf517191b3a86fbfcbc16f8c3ffa5e18c8d2ff5f5850ce278,SIRGAS_SHP_LOTES_65_RAPOSO_TAVARES.zip,lotes
201,3550308,BR-SP-SaoPaulo,35,c511bed49f633b70eb8236ba0b708bf1c67ed39a49e6bf22775a44d296e998c3,SIRGAS_SHP_LOTES_66_REPUBLICA.zip,lotes
202,3550308,BR-SP-SaoPaulo,35,68b6c71dc3c937e72eb9f505a3953681a6cf78051250c2f7cfc8b7f83a61f043,SIRGAS_SHP_LOTES_67_RIO_PEQUENO.zip,lotes
203,3550308,BR-SP-SaoPaulo,35,b3d48056d2c366c2f2a8774c0947c44d83b295e605d7141e5a926def79308d65,SIRGAS_SHP_LOTES_68_SACOMA.zip,lotes
204,3550308,BR-SP-SaoPaulo,35,43b51eb535fe985c1b063091aad466b298c2f580209c212e9e388e91982c47b7,SIRGAS_SHP_LOTES_69_SANTA_CECILIA.zip,lotes
205,3550308,BR-SP-SaoPaulo,35,d066978eeebc922ba8afc3fa43a9113969fbe1ead1e678c1adc0d12869f741dc,SIRGAS_SHP_LOTES_70_SANTANA.zip,lotes
206,3550308,BR-SP-SaoPaulo,35,1fb52bfa3a41a5c8e16990395a4405aab6fb3c3e6e87ffcfc7505053177aa419,SIRGAS_SHP_LOTES_71_SANTO_AMARO.zip,lotes
207,3550308,BR-SP-SaoPaulo,35,2a1459e98f5d0849d72ae0f4eb520510bf01fafe1a790c678c3623c17f8ef72f,SIRGAS_SHP_LOTES_72_SAO_LUCAS.zip,lotes
208,3550308,BR-SP-SaoPaulo,35,0d1e57a51b3471d4aeecaa4a38ea0142f2a642e28768a2583ff942e0c02be311,SIRGAS_SHP_LOTES_73_SAO_MATEUS.zip,lotes
209,3550308,BR-SP-SaoPaulo,35,ea69324fb93af41cdfb2c22aa270a2379ad0ba73fcb8cf799be5f014b486f3e5,SIRGAS_SHP_LOTES_74_SAO_MIGUEL.zip,lotes
210,3550308,BR-SP-SaoPaulo,35,b698475918da3de931016f33afdf8fcabe3f86f31ad8ed026de193141ec232f5,SIRGAS_SHP_LOTES_75_SAO_RAFAEL.zip,lotes
211,3550308,BR-SP-SaoPaulo,35,3c650ba8fbad14cab1fb756f70146b1fc316fd197a801d469da618306b3033a1,SIRGAS_SHP_LOTES_76_SAPOPEMBA.zip,lotes
213,3550308,BR-SP-SaoPaulo,35,d312cc7b549146558fa1879a30d0458328714db86cd87853fadaf5747c83ec73,SIRGAS_SHP_LOTES_78_SE.zip,lotes
214,3550308,BR-SP-SaoPaulo,35,7b54b8c582f072658d3fff8f821aa7f1012c2e599df8fb1eda192d9a96a91229,SIRGAS_SHP_LOTES_79_SOCORRO.zip,lotes
215,3550308,BR-SP-SaoPaulo,35,d35e551a3526fb15ecd9caf11f94b91cfab72675cd95c941e793ff89d332b7bc,SIRGAS_SHP_LOTES_80_TATUAPE.zip,lotes
216,3550308,BR-SP-SaoPaulo,35,7a92326554ab9105d92cfcc87b6a82a5eb9127edd5a121a726a172c27eb9a10a,SIRGAS_SHP_LOTES_81_TREMEMBE.zip,lotes
217,3550308,BR-SP-SaoPaulo,35,b0f59c43ad19c47bb428bf42583ef4ae921a2fc19005a18132a0457f67ca5cc3,SIRGAS_SHP_LOTES_82_TUCURUVI.zip,lotes
218,3550308,BR-SP-SaoPaulo,35,1aad6173389514265401cdee41632e20e9803c7b4c989f1ff568daa0eff6a672,SIRGAS_SHP_LOTES_83_VILA_ANDRADE.zip,lotes
219,3550308,BR-SP-SaoPaulo,35,2763700fe05fb6a3a555aba90ce2352c8c1b9dee9ceffc00925247cfa97ebe1e,SIRGAS_SHP_LOTES_84_VILA_CURUCA.zip,lotes
220,3550308,BR-SP-SaoPaulo,35,d00f4f6994a79a296bb0e8206ed17ba3d8fd3d6f01d9873c00f97adfed447c5e,SIRGAS_SHP_LOTES_85_VILA_FORMOSA.zip,lotes
221,3550308,BR-SP-SaoPaulo,35,076312ec9decde9d854e0cd6913e3706703373500e129e39cd80c1b25dbead45,SIRGAS_SHP_LOTES_86_VILA_GUILHERME.zip,lotes
222,3550308,BR-SP-SaoPaulo,35,d241e8121ed6747d054ea32e791370ed3b56c35bec06b81ec79ea2414b0f3494,SIRGAS_SHP_LOTES_87_VILA_JACUI.zip,lotes
223,3550308,BR-SP-SaoPaulo,35,7e694e7f8043a4150195e3b41e2815ca4e963fc899f8e23ec9729db725f2fdb3,SIRGAS_SHP_LOTES_88_VILA_LEOPOLDINA.zip,lotes
224,3550308,BR-SP-SaoPaulo,35,bab0b1453f164b5052ec15092a9b58b32c40cd933480f8fca940b0af8e74d184,SIRGAS_SHP_LOTES_89_VILA_MARIA.zip,lotes
225,3550308,BR-SP-SaoPaulo,35,33bd69f5a273880e68c99f628fcd1b9369091346f0fcd42a4c3c91cbc0519a86,SIRGAS_SHP_LOTES_90_VILA_MARIANA.zip,lotes
226,3550308,BR-SP-SaoPaulo,35,cc9388f8349ff46ace8c228854271480c7e73d2a365d3013f3652e76a7cbd488,SIRGAS_SHP_LOTES_91_VILA_MATILDE.zip,lotes
228,3550308,BR-SP-SaoPaulo,35,855f84cf2cc6bd2acecf3129602e9cb786b7850f598e2d58a6db81b10d46fabe,SIRGAS_SHP_LOTES_93_VILA_PRUDENTE.zip,lotes
232,3550308,BR-SP-SaoPaulo,35,0f724350c2511ec58873a9dcaeec51a6756f9258b2b4ecd953884198e0350cbc,SIRGAS_SHP_quadraviariaed.zip,quadras
233,3550308,BR-SP-SaoPaulo,35,402cf2090a29a20031d7b14f95d4046fab1f41c7d2834c12ed6aedf6196b43de,SIRGAS_SHP_subprefeitura.zip,subdivisao
234,3552205,BR-SP-Sorocaba,17,3c89fd728a33d781a60088e8b384295e92e70c96b6c9fed78bd4f36f819df67a,lotes_prediais.zip,std
235,3552205,BR-SP-Sorocaba,17,f88024120a0355a4a9c5ee990c31a41a031a06c25e82eca5e7320d00030edb36,shape_eixos_sorocaba.zip,std
10,2611606,BR-PE-Recife,21,04fffd56aef1c5a53cb35e5864b940b0b103e6e4752adcff7d4f30a2cb99ddb6,ProjetoRecife_SHP.zip,std
22,4314902,BR-RS-PortoAlegre,27,78cd2415c559e70d7246a9d7cc08acec4339626a675e5ac9cca91c7297fea462,SMF-XLSX-ORIGINAIS.zip,std
9,3106200,BR-MG-BeloHorizonte,12,1ce29a555565be5f540ab0c6f93ac55797c368293e0a6bfb479a645a5a23f542,ENDERECO.csv.zip,std
30,3534401,BR-SP-Osasco,26,3ed914c433722c62dcd38009778e58bd9b92ce89d954ca229b17b5a7d98acd85,Osasco.zip,std
212,3550308,BR-SP-SaoPaulo,35,2e21b97d9067999babdbdbf4d59817775a978afb7e6eb46aeb3364ee65a121b7,SIRGAS_SHP_LOTES_77_SAUDE.zip,lotes
229,3550308,BR-SP-SaoPaulo,35,e865d11fead205db954a855e8693b539d6a40917ead38672bc8eb9bba977f161,SIRGAS_SHP_LOTES_94_VILA_SONIA.zip,lotes
230,3550308,BR-SP-SaoPaulo,35,49a8a0b5f3ca287f8a76792d241ee240a2e447441b57fdd42e0b5585fca78023,SIRGAS_SHP_LOTES_95_SAO_DOMINGOS.zip,lotes
231,3550308,BR-SP-SaoPaulo,35,7f53e7f8682b0d34386a26392f8251d3ecf8d6b897b7adb8b72bfa905dc84eee,SIRGAS_SHP_LOTES_96_LAJEADO.zip,lotes
37,3550308,BR-SP-SaoPaulo,35,99d4b808f96562bba371188209618c1fde319dc499780a48256c2037e8c8d1f9,IPTU_2020.zip,planilhas
